oid,Item Description,unit_of_measure,lo,lead_time,burn_rate,Stock Units Analytical
000287,Bedpan Pewter Disp Adult,Each,Perpetual,0.5,8.0,8.0
000288,Urinal Male With Lid Plastic 1000ml,Each,Level 1 ED,0.34,76.0,76.0
000288,Urinal Male With Lid Plastic 1000ml,Each,Level 2 Surgery/Procedures/PACU,0.34,7.0,7.0
000288,Urinal Male With Lid Plastic 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.34,33.0,33.0
000288,Urinal Male With Lid Plastic 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.34,22.0,22.0
000288,Urinal Male With Lid Plastic 1000ml,Each,Level 7 ICU,0.34,17.0,17.0
000288,Urinal Male With Lid Plastic 1000ml,Each,Perpetual,0.34,22.0,63.0
000289,Bedpan Fracture Disp Gry,Each,Level 1 ED,0.5,5.0,5.0
000289,Bedpan Fracture Disp Gry,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,7.0,10.0
000289,Bedpan Fracture Disp Gry,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,6.0,6.0
000289,Bedpan Fracture Disp Gry,Each,Level 7 ICU,0.5,3.0,3.0
000289,Bedpan Fracture Disp Gry,Each,Perpetual,0.5,2.0,4.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,Level 1 ED,0.5,11.0,11.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,Level 2 Surgery/Procedures/PACU,0.5,55.0,55.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,39.0,39.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,22.0,22.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,Level 7 ICU,0.5,26.0,26.0
000296,Container Specimen With Snap Top Sterile 4.5oz,Each,Perpetual,0.5,21.0,26.0
000299,Bag Bedside Chiefton C11000,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,17.86,220.0
000299,Bag Bedside Chiefton C11000,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,4.94,119.0
000299,Bag Bedside Chiefton C11000,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,6.6,176.0
000304,Tape Cast 5inx4yd Scotchcast 2 Wht,Each,Perpetual,3.0,0.0,6.0
000305,Tape Cast 4inx4yd Scotchcast  + Fbrgls Wht,Each,Perpetual,1.0,0.0,3.0
000306,Tape Cast 3inx4yd Scotchcast 2 Wht,Each,Perpetual,1.0,0.0,1.0
000308,Patty Surg Sterile 0.5x0.5in Neuro Strung,Pack,Level 2 Surgery/Procedures/PACU,7.0,0.22,34.0
000318,Tape Silk 2inx10yd Durapore LF,Each,Level 1 ED,0.5,0.34,5.0
000318,Tape Silk 2inx10yd Durapore LF,Each,Level 1 Imaging,0.5,0.12,5.0
000318,Tape Silk 2inx10yd Durapore LF,Each,Level 1 Imaging,0.5,0.1,3.0
000318,Tape Silk 2inx10yd Durapore LF,Each,Level 2 Surgery/Procedures/PACU,0.5,0.16,5.0
000318,Tape Silk 2inx10yd Durapore LF,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.1,4.0
000318,Tape Silk 2inx10yd Durapore LF,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,0.12,5.0
000318,Tape Silk 2inx10yd Durapore LF,Each,Level 7 ICU,0.5,0.72,7.0
000322,Stockinette Bias 4inx4yd Strl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,4.0
000324,Stockinette Bias 8inx4yd Strl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,6.0
000328,Shoe Postop Large Male,Each,Level 1 ED,0.5,0.02,1.0
000333,Immobilizer Shoulder Lg Elas,Each,Level 1 ED,1.0,0.16,4.0
000341,Sling Arm Lg Spec,Each,Level 1 ED,0.5,0.12,4.0
000344,Support Swimmer Lg Leg Strp,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
000345,Support Scrtl Med 33-38in Adult Nyl,Each,Level 2 Surgery/Procedures/PACU,1.0,0.14,5.0
000350,Bag Bag-A-Jet Decanter,Each,Level 1 Imaging,1.26,0.62,27.0
000350,Bag Bag-A-Jet Decanter,Each,Level 2 Surgery/Procedures/PACU,1.26,3.38,40.0
000350,Bag Bag-A-Jet Decanter,Each,Level 7 ICU,1.26,0.1,6.0
000361,Bag Brown No 4,Case,"Level 5 Observation, Medical Tele & Non-Tele",1.5,0.02,1.0
000361,Bag Brown No 4,Case,"Level 6 Telemetry, Cardiac & Stroke",1.5,0.0,1.0
000363,Bag Patient Belonging,Each,Level 1 ED,1.0,262.0,279.0
000363,Bag Patient Belonging,Each,Level 2 Surgery/Procedures/PACU,1.0,256.0,269.0
000363,Bag Patient Belonging,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,286.0,286.0
000363,Bag Patient Belonging,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,300.0,300.0
000363,Bag Patient Belonging,Each,Level 7 ICU,1.0,250.0,250.0
000363,Bag Patient Belonging,Each,Perpetual,1.0,53.0,363.0
000366,Sol Irrig Sterile H2O 2000ml,Each,Level 2 Surgery/Procedures/PACU,1.0,4.0,4.0
000366,Sol Irrig Sterile H2O 2000ml,Each,Perpetual,1.0,0.0,3.0
000370,Patty Surg  Sterile 1x3in Neuro Strung,Pack,Level 2 Surgery/Procedures/PACU,1.0,0.08,6.0
000371,Patty Surg 0.5x3in Neuro Strung Strl,Case,Level 2 Surgery/Procedures/PACU,1.0,0.04,1.0
000382,Tape Foam 2in Microfoam Elas LF,Each,Level 7 ICU,0.5,0.42,6.0
000384,Tape Foam 3in Microfoam Elas LF,Each,Level 2 Surgery/Procedures/PACU,0.5,0.18,4.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,Level 1 ED,0.34,90.0,90.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,Level 2 Surgery/Procedures/PACU,0.34,65.0,65.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.34,64.0,64.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,"Level 6 Telemetry, Cardiac & Stroke",0.34,35.0,35.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,Level 7 ICU,0.34,40.0,40.0
000387,Drsg Tegaderm Sterile 2 3/8x2.75in Transpar,Each,Perpetual,0.34,28.0,28.0
000388,Tape Paper 2in Micropore,Each,Level 2 Surgery/Procedures/PACU,1.0,0.82,12.0
000388,Tape Paper 2in Micropore,Each,Level 2 Surgery/Procedures/PACU,1.0,0.28,8.0
000388,Tape Paper 2in Micropore,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,1.9,32.0
000388,Tape Paper 2in Micropore,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.14,7.0
000388,Tape Paper 2in Micropore,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.84,14.0
000388,Tape Paper 2in Micropore,Each,Level 7 ICU,1.0,0.2,9.0
000389,Tape Silk 1in Durapore LF,Each,Level 1 ED,3.0,0.44,18.0
000389,Tape Silk 1in Durapore LF,Each,Level 1 Imaging,3.0,0.28,28.0
000389,Tape Silk 1in Durapore LF,Each,Level 2 Surgery/Procedures/PACU,3.0,0.18,14.0
000389,Tape Silk 1in Durapore LF,Each,Level 2 Surgery/Procedures/PACU,3.0,0.16,8.0
000389,Tape Silk 1in Durapore LF,Each,"Level 5 Observation, Medical Tele & Non-Tele",3.0,0.34,27.0
000389,Tape Silk 1in Durapore LF,Each,"Level 6 Telemetry, Cardiac & Stroke",3.0,0.96,43.0
000389,Tape Silk 1in Durapore LF,Each,Level 7 ICU,3.0,1.08,23.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,Level 1 ED,0.5,14.0,14.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,Level 2 Surgery/Procedures/PACU,0.5,7.0,7.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,11.0,15.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,10.0,10.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,Level 7 ICU,0.5,6.0,6.0
000395,Bandage Gz Roll 4.5in Kerlix Strl,Each,Perpetual,0.5,5.0,15.0
000397,Drsg Telfa 3x8in Strl Non Adher,Each,Level 1 ED,0.5,38.0,38.0
000397,Drsg Telfa 3x8in Strl Non Adher,Each,Perpetual,0.5,2.0,30.0
000402,Tray CVC Dressing Change,Each,Level 1 ED,1.5,0.06,5.0
000403,Drsg Eye Oval Strl Pad,Each,Level 2 Surgery/Procedures/PACU,1.0,9.0,14.0
000403,Drsg Eye Oval Strl Pad,Each,Perpetual,1.0,1.0,3.0
000407,Drsg Gz 4 X 4in Spng 4 Ply Bulk NS,Each,Level 1 ED,0.5,847.0,847.0
000407,Drsg Gz 4 X 4in Spng 4 Ply Bulk NS,Each,Level 2 Surgery/Procedures/PACU,0.5,400.0,400.0
000407,Drsg Gz 4 X 4in Spng 4 Ply Bulk NS,Each,Level 3 Central Lab,0.5,6000.0,6000.0
000407,Drsg Gz 4 X 4in Spng 4 Ply Bulk NS,Each,Perpetual,0.5,80.0,1155.0
000408,Drsg Gz 2 X 2in Spng 4 Ply Bulk NS,Each,Level 1 ED,0.5,2035.0,2035.0
000408,Drsg Gz 2 X 2in Spng 4 Ply Bulk NS,Each,Level 2 Surgery/Procedures/PACU,0.5,300.0,300.0
000408,Drsg Gz 2 X 2in Spng 4 Ply Bulk NS,Each,Level 3 Central Lab,0.5,13538.0,13538.0
000408,Drsg Gz 2 X 2in Spng 4 Ply Bulk NS,Each,Perpetual,0.5,549.0,2153.0
000417,Tape Transpore 0.5in Plas LF,Each,Level 2 Surgery/Procedures/PACU,1.0,0.74,9.0
000420,Bag Sponge Count Blue Back,Case,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
000444,Electrode EKG Adult,Each,Level 1 ED,0.5,1454.0,1454.0
000444,Electrode EKG Adult,Each,Level 2 Surgery/Procedures/PACU,0.5,231.0,231.0
000444,Electrode EKG Adult,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,324.0,364.0
000444,Electrode EKG Adult,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,387.0,387.0
000444,Electrode EKG Adult,Each,Level 7 ICU,0.5,457.0,457.0
000444,Electrode EKG Adult,Each,Perpetual,0.5,391.0,1174.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,Level 1 ED,0.5,5.0,5.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,Level 2 Surgery/Procedures/PACU,0.5,32.0,32.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,5.0,5.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,4.0,4.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,Level 7 ICU,0.5,4.0,4.0
000450,Sol Irrigation NaCl 0.9 3000ml Bag,Each,Perpetual,0.5,5.0,26.0
000451,Set Y-Type TUR Latex Free Strl 96in,Each,Level 1 ED,0.5,0.06,3.0
000451,Set Y-Type TUR Latex Free Strl 96in,Each,Level 2 Surgery/Procedures/PACU,0.5,2.62,12.0
000451,Set Y-Type TUR Latex Free Strl 96in,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.02,1.0
000453,Enema Bucket Administration Set Soap Underpad 1500 ml,Each,Level 1 ED,1.0,3.0,4.0
000453,Enema Bucket Administration Set Soap Underpad 1500 ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,1.0,2.0
000453,Enema Bucket Administration Set Soap Underpad 1500 ml,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.0,2.0
000453,Enema Bucket Administration Set Soap Underpad 1500 ml,Each,Level 7 ICU,1.0,2.0,3.0
000453,Enema Bucket Administration Set Soap Underpad 1500 ml,Each,Perpetual,1.0,0.0,5.0
000455,Gas for Non-Research Gas Oxygen H Size Cylinder,Cylinder,Respiratory Therapy,4.0,0.08,12.0
000465,Sol Irrigation NaCl 0.9 2000ml Bag,Each,Level 2 Surgery/Procedures/PACU,0.5,6.0,6.0
000465,Sol Irrigation NaCl 0.9 2000ml Bag,Each,Perpetual,0.5,0.0,1.0
000468,Tray Irrigation 60ml 1200ml Syr Pist PVP Prep Strl,Each,Level 1 ED,0.5,6.0,6.0
000468,Tray Irrigation 60ml 1200ml Syr Pist PVP Prep Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,14.0,15.0
000468,Tray Irrigation 60ml 1200ml Syr Pist PVP Prep Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,9.0,9.0
000468,Tray Irrigation 60ml 1200ml Syr Pist PVP Prep Strl,Each,Level 7 ICU,0.5,11.0,11.0
000468,Tray Irrigation 60ml 1200ml Syr Pist PVP Prep Strl,Each,Perpetual,0.5,5.0,8.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,Level 1 ED,0.66,1.0,1.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,Level 2 Surgery/Procedures/PACU,0.66,5.0,5.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.66,4.0,4.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,"Level 6 Telemetry, Cardiac & Stroke",0.66,4.0,4.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,Level 7 ICU,0.66,1.0,1.0
000481,Set Blood Admin Y Filter STRL 120 Mic 1 Injection Site 1,Each,Perpetual,0.66,0.0,3.0
000486,Cannula VAMP Needleless,Each,Level 7 ICU,0.5,7.34,83.0
696491,Strl Cleanroom Wipe Non-Woven Polycellulose Dbl Bag 9 x 9in,Each,Level 2 Pharm,20.0,49.46,6761.0
000492,Sol IV LR 500ml,Each,Level 7 ICU,0.5,3.0,3.0
000492,Sol IV LR 500ml,Each,Perpetual,0.5,0.0,2.0
677943,Label Direct Thermal Permanent White 3in Core 4in x 1in,Each,Level 2 Pharm,3.0,521.98,34292.0
000494,Sol IV D5 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,2.0,2.0
000494,Sol IV D5 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,4.0,4.0
000494,Sol IV D5 1000ml,Each,Level 7 ICU,0.5,4.0,4.0
000494,Sol IV D5 1000ml,Each,Perpetual,0.5,2.0,5.0
030322,Sol IV D5 NaCI 0.45 20 Meq 1000ml,Each,Level 2 Pharm,38.0,0.16,55.0
000498,Connector Vial2Bag,Each,Level 2 Pharm,4.5,70.32,1422.0
000502,Sol IV D5 NaCl 0.9 1000ml,Each,Level 1 ED,0.5,2.0,3.0
000494,Sol IV D5 1000ml,Each,Level 2 Pharm,0.5,11.0,17.0
000502,Sol IV D5 NaCl 0.9 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,7.0,10.0
000502,Sol IV D5 NaCl 0.9 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,5.0,5.0
000502,Sol IV D5 NaCl 0.9 1000ml,Each,Level 7 ICU,0.5,4.0,4.0
000502,Sol IV D5 NaCl 0.9 1000ml,Each,Perpetual,0.5,2.0,21.0
000504,Sol IV D5 NaCl 0.225 1000 ml,Each,Level 1 ED,1.0,1.0,1.0
803330,Caps Non Child Resistant 15ml,Each,Level 2 Pharm,6.0,5.5,893.0
000504,Sol IV D5 NaCl 0.225 1000 ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,3.0,3.0
000504,Sol IV D5 NaCl 0.225 1000 ml,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,3.0,3.0
000504,Sol IV D5 NaCl 0.225 1000 ml,Each,Level 7 ICU,1.0,1.0,1.0
000504,Sol IV D5 NaCl 0.225 1000 ml,Each,Perpetual,1.0,0.0,6.0
000506,Sol IV Na Cl 0.45 500ml,Each,Perpetual,1.0,0.0,3.0
000507,Sol IV Na Cl 0.45 1000ml,Each,Level 1 ED,0.5,2.0,2.0
000533,Sol IV D5 50ml,Each,Level 2 Pharm,0.5,322.0,322.0
000507,Sol IV Na Cl 0.45 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,2.0,4.0
000507,Sol IV Na Cl 0.45 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,3.0,3.0
000507,Sol IV Na Cl 0.45 1000ml,Each,Level 7 ICU,0.5,2.0,2.0
000507,Sol IV Na Cl 0.45 1000ml,Each,Perpetual,0.5,1.0,7.0
000508,Sol IV NaCl 0.9 500ml,Each,Level 1 ED,0.66,15.0,15.0
030929,Sol IV 0.9 NaCl 20 meq KCl 1000ml,Each,Level 2 Pharm,22.0,0.08,30.0
000508,Sol IV NaCl 0.9 500ml,Each,Level 2 Surgery/Procedures/PACU,0.66,43.0,51.0
000508,Sol IV NaCl 0.9 500ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.66,16.0,17.0
000508,Sol IV NaCl 0.9 500ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.66,12.0,12.0
000508,Sol IV NaCl 0.9 500ml,Each,Level 7 ICU,0.66,9.0,11.0
000508,Sol IV NaCl 0.9 500ml,Each,Perpetual,0.66,14.0,40.0
000511,Sol Irrigation NaCl 0.9 1000ml Bottle,Each,Level 2 Surgery/Procedures/PACU,10.0,71.0,276.0
000511,Sol Irrigation NaCl 0.9 1000ml Bottle,Each,"Level 5 Observation, Medical Tele & Non-Tele",10.0,4.0,19.0
000511,Sol Irrigation NaCl 0.9 1000ml Bottle,Each,"Level 6 Telemetry, Cardiac & Stroke",10.0,4.0,16.0
000511,Sol Irrigation NaCl 0.9 1000ml Bottle,Each,Level 7 ICU,10.0,5.0,19.0
000511,Sol Irrigation NaCl 0.9 1000ml Bottle,Each,Perpetual,10.0,8.0,56.0
000513,Sol Irrigation Str H2O 1000ml Bottle,Each,Level 2 Surgery/Procedures/PACU,3.0,24.0,51.0
000513,Sol Irrigation Str H2O 1000ml Bottle,Each,"Level 5 Observation, Medical Tele & Non-Tele",3.0,15.0,35.0
000513,Sol Irrigation Str H2O 1000ml Bottle,Each,"Level 6 Telemetry, Cardiac & Stroke",3.0,9.0,21.0
000513,Sol Irrigation Str H2O 1000ml Bottle,Each,Level 7 ICU,3.0,20.0,42.0
000513,Sol Irrigation Str H2O 1000ml Bottle,Each,Perpetual,3.0,7.0,46.0
000515,Sol IV D5 500ml,Each,Level 1 ED,0.5,1.0,1.0
803332,Vials White Poly 15ml,Each,Level 2 Pharm,7.0,5.5,965.0
000515,Sol IV D5 500ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,3.0,3.0
000515,Sol IV D5 500ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,2.0,2.0
000515,Sol IV D5 500ml,Each,Level 7 ICU,0.5,2.0,2.0
000515,Sol IV D5 500ml,Each,Perpetual,0.5,2.0,4.0
000518,Sol IV D5 NaCl 0.45 500ml,Each,Perpetual,1.0,0.0,4.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,Level 1 ED,1.0,2.0,4.0
698208,Pad Cleaning EasyReach Wet Mop Poly Quil Ster Disp,Each,Level 2 Pharm,2.0,1.98,100.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,12.0,19.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,7.0,9.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,Level 7 ICU,1.0,6.0,8.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,Perpetual,1.0,4.0,30.0
000520,Sol IV NaCl 0.9 250ml,Each,Level 1 ED,1.0,8.0,9.0
000519,Sol IV D5 Na Cl  0.45 1000ml,Each,Level 2 Pharm,1.0,11.0,13.0
000520,Sol IV NaCl 0.9 250ml,Each,Level 2 Surgery/Procedures/PACU,1.0,5.0,5.0
000520,Sol IV NaCl 0.9 250ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,28.0,30.0
000520,Sol IV NaCl 0.9 250ml,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,18.0,20.0
000520,Sol IV NaCl 0.9 250ml,Each,Level 7 ICU,1.0,24.0,25.0
000520,Sol IV NaCl 0.9 250ml,Each,Perpetual,1.0,13.0,61.0
000522,Sol IV D5 LR 1000ml,Each,Level 1 ED,0.5,4.0,4.0
695058,Nonskid Shoe Cover MultiLayer XL,Each,Level 2 Pharm,1.5,13.18,349.0
000522,Sol IV D5 LR 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,8.0,11.0
000522,Sol IV D5 LR 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,3.0,3.0
000522,Sol IV D5 LR 1000ml,Each,Level 7 ICU,0.5,4.0,4.0
000522,Sol IV D5 LR 1000ml,Each,Perpetual,0.5,2.0,17.0
000523,Sol IV LR 1000ml,Each,Level 1 ED,0.5,4.0,4.0
000524,Sol IV NaCl 0.9 1000ml,Each,Level 2 Pharm,0.5,14.0,21.0
000523,Sol IV LR 1000ml,Each,Level 2 Surgery/Procedures/PACU,0.5,128.0,128.0
000523,Sol IV LR 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,22.0,22.0
000523,Sol IV LR 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,7.0,7.0
000523,Sol IV LR 1000ml,Each,Level 7 ICU,0.5,7.0,7.0
000523,Sol IV LR 1000ml,Each,Perpetual,0.5,24.0,30.0
000524,Sol IV NaCl 0.9 1000ml,Each,Level 1 ED,0.5,70.0,70.0
000498,Connector Vial2Bag,Each,Level 2 Pharm,0.5,70.32,589.0
000524,Sol IV NaCl 0.9 1000ml,Each,Level 2 Surgery/Procedures/PACU,0.5,36.0,40.0
000524,Sol IV NaCl 0.9 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,16.0,21.0
000524,Sol IV NaCl 0.9 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,15.0,15.0
000524,Sol IV NaCl 0.9 1000ml,Each,Level 7 ICU,0.5,20.0,20.0
000524,Sol IV NaCl 0.9 1000ml,Each,Perpetual,0.5,18.0,175.0
000525,Sol IV D5 250ml,Each,Level 1 ED,0.5,13.0,13.0
714334,Label Medi-cup blister oval red,Case,Level 2 Pharm,34.0,0.08,17.0
000525,Sol IV D5 250ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,3.0,5.0
000525,Sol IV D5 250ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,4.0,4.0
000525,Sol IV D5 250ml,Each,Level 7 ICU,0.5,1.0,2.0
000525,Sol IV D5 250ml,Each,Perpetual,0.5,15.0,27.0
030928,Sol IV D5W 0.9 NaCl 20 meq KCl 1000ml,Each,Level 2 Pharm,2.0,0.14,16.0
000515,Sol IV D5 500ml,Each,Level 2 Pharm,0.5,22.0,24.0
000527,Sol IV D10 1000ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,2.0,2.0
000527,Sol IV D10 1000ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,3.0,3.0
000527,Sol IV D10 1000ml,Each,Level 7 ICU,0.5,3.0,3.0
000527,Sol IV D10 1000ml,Each,Perpetual,0.5,0.0,3.0
000529,Sol IV NaCl 0.9 50ml,Each,Level 1 ED,0.5,10.0,10.0
000530,Sol IV NaCl 0.9 100ml,Each,Level 2 Pharm,0.5,61.0,62.0
000529,Sol IV NaCl 0.9 50ml,Each,Level 2 Surgery/Procedures/PACU,0.5,6.0,6.0
000529,Sol IV NaCl 0.9 50ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,7.0,9.0
000529,Sol IV NaCl 0.9 50ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,4.0,4.0
000529,Sol IV NaCl 0.9 50ml,Each,Level 7 ICU,0.5,4.0,4.0
000529,Sol IV NaCl 0.9 50ml,Each,Perpetual,0.5,10.0,23.0
000530,Sol IV NaCl 0.9 100ml,Each,Level 1 ED,0.5,8.0,8.0
695497,Set IV Empty Monoject Syringe Barrel,Each,Level 2 Pharm,11.0,0.42,113.0
000530,Sol IV NaCl 0.9 100ml,Each,Level 2 Surgery/Procedures/PACU,0.5,8.0,8.0
000530,Sol IV NaCl 0.9 100ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,5.0,5.0
000530,Sol IV NaCl 0.9 100ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,2.0,2.0
000530,Sol IV NaCl 0.9 100ml,Each,Level 7 ICU,0.5,3.0,3.0
000530,Sol IV NaCl 0.9 100ml,Each,Perpetual,0.5,9.0,31.0
000533,Sol IV D5 50ml,Each,Level 1 ED,0.5,45.0,45.0
001126,Gown Chemotherapy NS Large,Pack,Level 2 Pharm,1.0,0.02,2.0
000533,Sol IV D5 50ml,Each,Level 2 Surgery/Procedures/PACU,0.5,5.0,5.0
000533,Sol IV D5 50ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,4.0,5.0
000533,Sol IV D5 50ml,Each,"Level 6 Telemetry, Cardiac & Stroke",0.5,3.0,3.0
000533,Sol IV D5 50ml,Each,Level 7 ICU,0.5,2.0,2.0
000533,Sol IV D5 50ml,Each,Perpetual,0.5,52.0,52.0
000534,Sol IV D5 100ml,Each,Level 1 ED,26.0,9.0,54.0
651111,Label Laser Lid Covers Blue 1000 per Pack,Each,Level 2 Pharm,16.5,38.46,5724.0
000534,Sol IV D5 100ml,Each,"Level 5 Observation, Medical Tele & Non-Tele",26.0,8.0,48.0
000534,Sol IV D5 100ml,Each,"Level 6 Telemetry, Cardiac & Stroke",26.0,2.0,8.0
000534,Sol IV D5 100ml,Each,Level 7 ICU,26.0,2.0,8.0
000534,Sol IV D5 100ml,Each,Perpetual,26.0,19.0,78.0
000538,Glove Exam Non-Sterile XL Nitrile PF LF,Each,Perpetual,0.5,0.0,534.0
000539,Glove Exam Non-Sterile XS Nitrile PF LF,Each,Perpetual,2.0,0.0,1519.0
000540,Gauze Hemostatic 2x2 Quikclot,Each,Level 7 ICU,0.5,1.38,20.0
000545,Cannula Med Prep Smart Tip,Each,Level 2 Surgery/Procedures/PACU,18.5,7.82,874.0
000545,Cannula Med Prep Smart Tip,Each,Level 2 Surgery/Procedures/PACU,0.66,7.82,205.0
000545,Cannula Med Prep Smart Tip,Each,Level 2 Surgery/Procedures/PACU,0.66,0.02,2.0
000545,Cannula Med Prep Smart Tip,Each,Level 7 ICU,0.66,1.24,30.0
000548,Syringe  LL LF STR 30CC,Each,Level 1 Imaging,0.5,25.0,25.0
000553,Syringe Luer-Lok with Graduations Sterile Disp 50ml,Each,Level 2 Pharm,1.0,44.0,46.0
000548,Syringe  LL LF STR 30CC,Each,Level 2 Surgery/Procedures/PACU,0.5,79.0,79.0
000548,Syringe  LL LF STR 30CC,Each,Level 7 ICU,0.5,19.0,19.0
000548,Syringe  LL LF STR 30CC,Each,Perpetual,0.5,13.0,46.5
000549,Syringe  LL LF STR 20ml,Each,Level 1 ED,0.5,26.0,26.0
000549,Syringe  LL LF STR 20ml,Each,Level 1 Imaging,0.5,69.0,69.0
